inferenced;title;url;discipline;learningResourceType;systematics;discipline systematics;words primary
False;Drei sprachliche Grundprinzipien;https://www.tutory.de/bereitstellung/dokument/66fa3b00-e6db-4aaa-8e01-e846747f0044;;;;;;
False;Steckbrief Argentinien;https://www.tutory.de/bereitstellung/dokument/2e7e7452-a12e-44a1-9b8b-ad49bc450562;;;;;;
False;Steckbrief Brasilien;https://www.tutory.de/bereitstellung/dokument/3f1a91de-ab6a-4a84-951a-7d7fd75f7da4;;;;;;
False;Steckbrief Guyana;https://www.tutory.de/bereitstellung/dokument/cb424ff8-279a-4c38-9ee4-6eda0097808a;;;;;;
False;Bewertungsbogen Kurzreferat 2;https://www.tutory.de/bereitstellung/dokument/0d2a00cd-5e9f-4065-924d-68f15ee48686;;;;;;
False;Bewertungsbogen Kurzreferat;https://www.tutory.de/bereitstellung/dokument/3e36a532-1d01-45c0-adb1-9ac3dfaa9e44;;;;;;
True;Südamerikas Staaten Steckbrief;https://www.tutory.de/bereitstellung/dokument/4f0a4cf5-7c3b-44c3-90e6-0ad0118b4c93;;;Sprechen, Schreiben, Staat, Gemeinde;GEOGRAPHIE, DEUTSCH;;
True;Arbeitsauftrag 11.09.20;https://www.tutory.de/bereitstellung/dokument/ec99b04b-989e-4082-8c57-84e75de7c070;;;Arbeit;POLITISCHE BILDUNG;;
True;Arbeitsauftrag 28.08.20;https://www.tutory.de/bereitstellung/dokument/5591cb4d-d3fe-46db-bd37-fbaa40ff14a0;;;Arbeit;POLITISCHE BILDUNG;;
True;Nord-, Süd- und Mittelamerika;https://www.tutory.de/bereitstellung/dokument/214152d3-a8bb-41e4-9be0-6f91501a6c17;;;Mittelamerika;GEOGRAPHIE;;
False;Lernzielkontrolle;https://www.tutory.de/bereitstellung/dokument/3f2308ab-ac6a-4bde-a97f-de546eb3dd9a;;;;;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/3d308011-ab18-4021-b97d-de549dbae5a0;;;Arbeit;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation Merkblatt;https://www.tutory.de/bereitstellung/dokument/90c63dd5-f5c5-4235-84ce-5071457c2410;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation;https://www.tutory.de/bereitstellung/dokument/4a919ddd-d1cc-4e16-9002-4942c818c5a2;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Zusatzaufgabe;https://www.tutory.de/bereitstellung/dokument/16c52f27-fc2d-4e94-8214-7a4e2ab66ecd;;;Nordamerika, USA;GEOGRAPHIE, FREMDSPRACHEN;;
True;Formulierungshilfen;https://www.tutory.de/bereitstellung/dokument/dd04eb4c-4caa-465f-97e8-f995d3172d90;;;Form, Komposition, Perspektive;BILDENDE KUNST;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/b4b25dde-95f6-4b43-b2cb-b70e48659025;;;Arbeit;POLITISCHE BILDUNG;;
False;Drei sprachliche Grundprinzipien Merkblatt;https://www.tutory.de/bereitstellung/dokument/b05c1b25-2696-41ef-9e22-871eb026046d;;;;;;
False;Drei sprachliche Grundprinzipien;https://www.tutory.de/bereitstellung/dokument/1a077a19-3417-4362-b6b5-511856d231a4;;;;;;
False;Steckbrief Argentinien;https://www.tutory.de/bereitstellung/dokument/d4568c49-0966-44e1-bf0b-777cc0527c5f;;;;;;
False;Steckbrief Brasilien;https://www.tutory.de/bereitstellung/dokument/d5037d07-9728-4641-b99d-a3a3f29ee261;;;;;;
False;Steckbrief Guyana;https://www.tutory.de/bereitstellung/dokument/03b443a3-9d97-4b4a-be98-93c5de0e682b;;;;;;
False;Bewertungsbogen Kurzreferat 2;https://www.tutory.de/bereitstellung/dokument/07e586f9-c0ca-48c9-882b-43d5748f4148;;;;;;
False;Bewertungsbogen Kurzreferat;https://www.tutory.de/bereitstellung/dokument/a63da6f7-ee07-478d-8afe-729404722baf;;;;;;
True;Südamerikas Staaten Steckbrief;https://www.tutory.de/bereitstellung/dokument/65e50a5c-3d30-450a-9747-dfb9444d3f7e;;;Sprechen, Schreiben, Staat, Gemeinde;GEOGRAPHIE, DEUTSCH;;
True;Arbeitsauftrag 11.09.20;https://www.tutory.de/bereitstellung/dokument/a68774e2-ce23-4294-a3c7-bdabbd7232a4;;;Arbeit;POLITISCHE BILDUNG;;
True;Arbeitsauftrag 28.08.20;https://www.tutory.de/bereitstellung/dokument/050088eb-2892-45be-8555-70045c5f965e;;;Arbeit;POLITISCHE BILDUNG;;
True;Nord-, Süd- und Mittelamerika;https://www.tutory.de/bereitstellung/dokument/9acb8130-1771-4a37-8ef8-bfe760f8a067;;;Mittelamerika;GEOGRAPHIE;;
False;Lernzielkontrolle;https://www.tutory.de/bereitstellung/dokument/275dfa9d-60f1-408d-bf26-e1e68fccc6b1;;;;;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/49898b30-65d7-4bb7-bb35-bcded510cdfa;;;Arbeit;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation Merkblatt;https://www.tutory.de/bereitstellung/dokument/587834c7-6411-45f2-8e86-9ad9ff3d6de9;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation;https://www.tutory.de/bereitstellung/dokument/845626ee-954f-47b5-93f7-b5601aafad8b;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Zusatzaufgabe;https://www.tutory.de/bereitstellung/dokument/4c1ceec6-6ada-4570-af47-9bcce89577a3;;;Nordamerika, USA;GEOGRAPHIE, FREMDSPRACHEN;;
True;Formulierungshilfen;https://www.tutory.de/bereitstellung/dokument/ac251994-5932-429d-9e87-7f3d8c1f2fd9;;;Form, Komposition, Perspektive;BILDENDE KUNST;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/8e9ef73b-0209-4aec-a9f1-e1881239267f;;;Arbeit;POLITISCHE BILDUNG;;
False;Drei sprachliche Grundprinzipien Merkblatt;https://www.tutory.de/bereitstellung/dokument/f35df04a-1947-4068-b5d6-d5ca28a0d87d;;;;;;
False;Drei sprachliche Grundprinzipien;https://www.tutory.de/bereitstellung/dokument/65b91da9-df65-4ab4-9551-52fac2c3f45c;;;;;;
False;Steckbrief Argentinien;https://www.tutory.de/bereitstellung/dokument/a7cbf783-c188-47a4-8690-3e04652cd54b;;;;;;
False;Steckbrief Brasilien;https://www.tutory.de/bereitstellung/dokument/a80a79bb-0ba7-41e5-9f40-21094d1c77ec;;;;;;
False;Steckbrief Guyana;https://www.tutory.de/bereitstellung/dokument/f923281f-e949-45f0-82f1-fb7f631af40b;;;;;;
False;Bewertungsbogen Kurzreferat 2;https://www.tutory.de/bereitstellung/dokument/9f8b5661-5490-4f68-93b7-e308f13365e3;;;;;;
False;Bewertungsbogen Kurzreferat;https://www.tutory.de/bereitstellung/dokument/0b04c9b5-42ef-437e-9370-c836b99d844e;;;;;;
True;Südamerikas Staaten Steckbrief;https://www.tutory.de/bereitstellung/dokument/dc210fdb-2b7b-465f-9dd7-333a855c1ad7;;;Sprechen, Schreiben, Staat, Gemeinde;GEOGRAPHIE, DEUTSCH;;
True;Arbeitsauftrag 11.09.20;https://www.tutory.de/bereitstellung/dokument/8d9f0354-8a74-4cf0-b2d0-6fc593ace38f;;;Arbeit;POLITISCHE BILDUNG;;
True;Arbeitsauftrag 28.08.20;https://www.tutory.de/bereitstellung/dokument/d3fc14c9-9db7-4641-9a28-2fd0e44cac99;;;Arbeit;POLITISCHE BILDUNG;;
True;Nord-, Süd- und Mittelamerika;https://www.tutory.de/bereitstellung/dokument/8a3d2335-5131-4214-bfd5-c7055088b4d5;;;Mittelamerika;GEOGRAPHIE;;
False;Lernzielkontrolle;https://www.tutory.de/bereitstellung/dokument/82244344-7e7f-488a-8475-c6ea5eddb746;;;;;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/b37b11e0-f5f4-4baf-a3c2-62c0b2512f16;;;Arbeit;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation Merkblatt;https://www.tutory.de/bereitstellung/dokument/d29ef782-a914-482c-bb8a-f667aeeae450;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation;https://www.tutory.de/bereitstellung/dokument/f003eb8b-659e-40f1-89de-84031b67a81a;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Zusatzaufgabe;https://www.tutory.de/bereitstellung/dokument/32cb93aa-231d-4de0-a247-24da15dab6f6;;;Nordamerika, USA;GEOGRAPHIE, FREMDSPRACHEN;;
True;Formulierungshilfen;https://www.tutory.de/bereitstellung/dokument/99063768-2e2e-46b3-8c69-c839391ec95a;;;Form, Komposition, Perspektive;BILDENDE KUNST;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/95c17379-35b5-4c1d-a9fd-1b20973f099c;;;Arbeit;POLITISCHE BILDUNG;;
False;Drei sprachliche Grundprinzipien Merkblatt;https://www.tutory.de/bereitstellung/dokument/d671d9ea-1e86-49b6-a6f3-36c4a41dc85e;;;;;;
False;Drei sprachliche Grundprinzipien;https://www.tutory.de/bereitstellung/dokument/4bbb9acf-74bf-4681-8dd6-0b8f05d60b9b;;;;;;
False;Steckbrief Argentinien;https://www.tutory.de/bereitstellung/dokument/2de6c50c-72cc-46d5-8c4e-8bf062f8ebef;;;;;;
False;Steckbrief Brasilien;https://www.tutory.de/bereitstellung/dokument/609bcc98-bfa4-4477-bbfb-17135ab6ea48;;;;;;
False;Steckbrief Guyana;https://www.tutory.de/bereitstellung/dokument/030a99c5-930f-446e-803b-b5f17149d7d6;;;;;;
False;Bewertungsbogen Kurzreferat 2;https://www.tutory.de/bereitstellung/dokument/195f5f42-b92e-404e-b466-abe93c612d35;;;;;;
False;Bewertungsbogen Kurzreferat;https://www.tutory.de/bereitstellung/dokument/735dc5c7-68d6-4e96-84e6-83e32035fa1c;;;;;;
True;Südamerikas Staaten Steckbrief;https://www.tutory.de/bereitstellung/dokument/e3bed682-772f-4d00-8cbe-598d1c8d0a78;;;Sprechen, Schreiben, Staat, Gemeinde;GEOGRAPHIE, DEUTSCH;;
True;Arbeitsauftrag 11.09.20;https://www.tutory.de/bereitstellung/dokument/8f85a49c-d066-48ff-8cc5-18904ee71183;;;Arbeit;POLITISCHE BILDUNG;;
True;Arbeitsauftrag 28.08.20;https://www.tutory.de/bereitstellung/dokument/2a62008c-817c-4b65-ad31-5159d4b7361f;;;Arbeit;POLITISCHE BILDUNG;;
True;Nord-, Süd- und Mittelamerika;https://www.tutory.de/bereitstellung/dokument/bb34227f-3a44-42b7-956f-ceaefe1e4dac;;;Mittelamerika;GEOGRAPHIE;;
False;Lernzielkontrolle;https://www.tutory.de/bereitstellung/dokument/ca2a2a44-a976-444f-89f2-c54883af750c;;;;;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/b40e3f8e-5f30-4182-addc-02f6fc586d02;;;Arbeit;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation Merkblatt;https://www.tutory.de/bereitstellung/dokument/880f5892-c3a5-49e2-bc2b-d176e3bbb10c;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation;https://www.tutory.de/bereitstellung/dokument/ebe5add0-0a2c-40bd-9156-a1d97b1e2786;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Zusatzaufgabe;https://www.tutory.de/bereitstellung/dokument/3535d58b-496d-4486-8b4a-ea1a8aa2ec3b;;;Nordamerika, USA;GEOGRAPHIE, FREMDSPRACHEN;;
True;Formulierungshilfen;https://www.tutory.de/bereitstellung/dokument/add29d3c-128f-4bac-9e75-33b457943a84;;;Form, Komposition, Perspektive;BILDENDE KUNST;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/edbd5048-8f19-47f5-8c25-2f5e67e540b8;;;Arbeit;POLITISCHE BILDUNG;;
False;Drei sprachliche Grundprinzipien Merkblatt;https://www.tutory.de/bereitstellung/dokument/6a97eddc-6eb7-46ea-9ae3-4be9f7027048;;;;;;
False;Drei sprachliche Grundprinzipien;https://www.tutory.de/bereitstellung/dokument/b709c2dd-8e26-48b3-a201-67d87c20c1d4;;;;;;
False;Steckbrief Argentinien;https://www.tutory.de/bereitstellung/dokument/71d7896b-f34d-4919-b8ab-7f09afa049a2;;;;;;
False;Steckbrief Brasilien;https://www.tutory.de/bereitstellung/dokument/77b6e951-c703-4327-9910-2fa73f6924d5;;;;;;
False;Steckbrief Guyana;https://www.tutory.de/bereitstellung/dokument/f81efdaa-5d42-4aaa-a683-17dbd241ba87;;;;;;
False;Bewertungsbogen Kurzreferat 2;https://www.tutory.de/bereitstellung/dokument/a02654a2-7ef4-4840-8efa-b4829065ca71;;;;;;
False;Bewertungsbogen Kurzreferat;https://www.tutory.de/bereitstellung/dokument/6c083dd6-1bde-4d46-b8f6-c13ada0eba0e;;;;;;
True;Südamerikas Staaten Steckbrief;https://www.tutory.de/bereitstellung/dokument/cc3080ec-8ca0-432e-8876-17595e30658c;;;Sprechen, Schreiben, Staat, Gemeinde;GEOGRAPHIE, DEUTSCH;;
True;Arbeitsauftrag 11.09.20;https://www.tutory.de/bereitstellung/dokument/1fd6b30a-581c-435e-9bd7-d90cc2e281a5;;;Arbeit;POLITISCHE BILDUNG;;
True;Arbeitsauftrag 28.08.20;https://www.tutory.de/bereitstellung/dokument/73d9491d-b58b-4f7a-9ef9-a0cde4516a2e;;;Arbeit;POLITISCHE BILDUNG;;
True;Nord-, Süd- und Mittelamerika;https://www.tutory.de/bereitstellung/dokument/2d5db5d0-d88e-4b96-8d9d-94388f25efe4;;;Mittelamerika;GEOGRAPHIE;;
False;Lernzielkontrolle;https://www.tutory.de/bereitstellung/dokument/c0aa42c5-966d-4183-bbec-3f32dcb7d2ad;;;;;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/cccd7d4a-3f15-4e20-9799-e57a25a35ac1;;;Arbeit;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation Merkblatt;https://www.tutory.de/bereitstellung/dokument/08b2b9f0-de76-4d2a-a3cd-617a05ca4403;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation;https://www.tutory.de/bereitstellung/dokument/604f38f0-4903-4d40-8718-e996d9777c18;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Zusatzaufgabe;https://www.tutory.de/bereitstellung/dokument/8a7b02b7-95b2-43df-94fe-9ebf3432b6d9;;;Nordamerika, USA;GEOGRAPHIE, FREMDSPRACHEN;;
True;Formulierungshilfen;https://www.tutory.de/bereitstellung/dokument/de608cb3-047b-41e4-a352-8d3095f29e4c;;;Form, Komposition, Perspektive;BILDENDE KUNST;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/6945b1e6-f6dc-456d-af07-5e33f402d45f;;;Arbeit;POLITISCHE BILDUNG;;
False;Drei sprachliche Grundprinzipien Merkblatt;https://www.tutory.de/bereitstellung/dokument/50120872-da2e-491f-b264-c7eed016f809;;;;;;
False;Drei sprachliche Grundprinzipien;https://www.tutory.de/bereitstellung/dokument/88dcb4ba-a1e5-43a7-a14d-87ba0c1db8c7;;;;;;
False;Steckbrief Argentinien;https://www.tutory.de/bereitstellung/dokument/11afc3ae-9641-44ab-a0a9-4acea403fac7;;;;;;
False;Steckbrief Brasilien;https://www.tutory.de/bereitstellung/dokument/d2939c23-f0ab-4487-be80-4e168de4b9e6;;;;;;
False;Steckbrief Guyana;https://www.tutory.de/bereitstellung/dokument/aab0c94e-7293-4a2a-9dcb-6c0944c54f8f;;;;;;
False;Bewertungsbogen Kurzreferat 2;https://www.tutory.de/bereitstellung/dokument/7d8f6e91-9641-4cb7-9859-c576e9872c95;;;;;;
False;Bewertungsbogen Kurzreferat;https://www.tutory.de/bereitstellung/dokument/1f6f62f4-4961-4442-b016-95f29394f442;;;;;;
True;Südamerikas Staaten Steckbrief;https://www.tutory.de/bereitstellung/dokument/2784fd0f-805f-49dd-9f46-0ef5b4fe4b48;;;Sprechen, Schreiben, Staat, Gemeinde;GEOGRAPHIE, DEUTSCH;;
True;Arbeitsauftrag 11.09.20;https://www.tutory.de/bereitstellung/dokument/0275aedc-f78f-44d9-a2e5-5a962254aac1;;;Arbeit;POLITISCHE BILDUNG;;
True;Arbeitsauftrag 28.08.20;https://www.tutory.de/bereitstellung/dokument/6bfac39c-c89b-400f-b5e5-69de06fda684;;;Arbeit;POLITISCHE BILDUNG;;
False;Lernzielkontrolle;https://www.tutory.de/bereitstellung/dokument/cd65414b-ff7f-4b93-ae4f-8248ede47cca;;;;;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/297e2369-4613-457b-b828-9e70fcebc3db;;;Arbeit;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation Merkblatt;https://www.tutory.de/bereitstellung/dokument/359f9a24-a2ca-401f-89fc-4bd4e575381c;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Die 4 Grundprinzipien einer gelungenen Kommunikation;https://www.tutory.de/bereitstellung/dokument/6763b57c-a54f-49cc-94cd-02899548e86f;;;Kommunikation, Massenkommunikation;POLITISCHE BILDUNG;;
True;Formulierungshilfen;https://www.tutory.de/bereitstellung/dokument/57e22260-f3b3-4de2-9629-f04cc464d827;;;Form, Komposition, Perspektive;BILDENDE KUNST;;
True;Arbeitsauftrag;https://www.tutory.de/bereitstellung/dokument/215bc06e-8484-4822-8198-084356a60315;;;Arbeit;POLITISCHE BILDUNG;;
False;Drei sprachliche Grundprinzipien Merkblatt;https://www.tutory.de/bereitstellung/dokument/fac462c1-7eb1-4522-9501-7cc5eacdf5c4;;;;;;
True;Nord-, Süd- und Mittelamerika;https://www.tutory.de/bereitstellung/dokument/9db6a983-49aa-449b-ba24-23228e5d81c5;;;Mittelamerika;GEOGRAPHIE;;
False;Drei sprachliche Grundprinzipien;https://www.tutory.de/bereitstellung/dokument/440f12cd-18c3-490c-8f3d-5e92c3642cd1;;;;;;
False;Steckbrief Argentinien;https://www.tutory.de/bereitstellung/dokument/c52386bb-7f23-440f-ae42-ed77eaf44cd0;;;;;;
False;Steckbrief Brasilien;https://www.tutory.de/bereitstellung/dokument/5ef27cb4-7c77-4ce8-bd28-cc331edd48ac;;;;;;
False;Steckbrief Guyana;https://www.tutory.de/bereitstellung/dokument/e3a774e2-2f42-4ff7-821b-a41766efe680;;;;;;
False;Emser Depesche (1870);https://www.tutory.de/bereitstellung/dokument/142d20f8-b9c9-4f15-b9b9-7dd52082dafa;;;;;;
True;Bearbeitunghinweise zu den Arbeitsheften.;https://www.tutory.de/bereitstellung/dokument/b4a6c768-728e-43fc-b8f2-69d80324a3f7;;;Arbeit;POLITISCHE BILDUNG;;
True;Gruppenpuzzle Atombau;https://www.tutory.de/bereitstellung/dokument/d09b42fb-168b-413d-863c-a7468236bce3;;;Atombau, Spektren, Anpassung, Bau, Pflege, Atombau, Periodensystem;CHEMIE, PHYSIK, GRUNDSCHULE;;
True;Atombau - Atom-Hülle und Atom-Kern;https://www.tutory.de/bereitstellung/dokument/82ec61b3-2ded-477b-9ac4-3e4d3479c0a3;;;Atombau, Spektren, Anpassung, Bau, Pflege, Atombau, Periodensystem;CHEMIE, PHYSIK, GRUNDSCHULE;;
True;Gruppenpuzzle Atombau;https://www.tutory.de/bereitstellung/dokument/3ea01d0a-c17b-48a4-a9cb-feca9a61e2be;;;Atombau, Spektren, Anpassung, Bau, Pflege, Atombau, Periodensystem;CHEMIE, PHYSIK, GRUNDSCHULE;;
True;Arbeitsblatt 3: Terme und Variablen;https://www.tutory.de/bereitstellung/dokument/b2594fb4-cff0-4f69-991c-b61438d7ffb4;;Arbeitsblatt;Arbeit;POLITISCHE BILDUNG;;
False;Test: Terme und Gleichungen;https://www.tutory.de/bereitstellung/dokument/69f90aed-737b-4fef-9580-499938ae0ae4;;;;;;
False;Checkliste für den Test: Terme und Gleichungen;https://www.tutory.de/bereitstellung/dokument/47b945a4-61e6-4d42-a261-6145728c5cef;;;;;;
True;Doppelkonsonanten;https://www.tutory.de/bereitstellung/dokument/4bc3a095-45c7-4efa-b33d-6319fba0d3d6;;;Grundlagen der Weiterbildung, Milieufilm, Historienfilm, Allgemein, Materialien, Fremdsprachen, Weitere außereuropäische Fremdsprachen, Gesellschafts- und sozialkritische Film, Weitere europäische Fremdsprachen, Theaterverfilmung, Tod, Sterben, Andere Materialien, Macht, Machtmissbrauch, Sonstige Trickarten, Besondere metallische Gebiete, Sonstige Bereiche, Sonstige Gattungen, Zielgruppenangebot, Grundlagen, Themenübergreifende Darstellungen, Techniken, Ressourcenschonende Techniken, Sonstige Gattungen, Grundlagen, Untergründe;PRAXISORIENTIERTE FÄCHER, SPIEL- UND DOKUMENTARFILM, WEITERBILDUNG, UMWELTGEFÄHRDUNG, UMWELTSCHUTZ, FREMDSPRACHEN, BERUFLICHE BILDUNG;;
False;Arduino Anschlüsse;https://www.tutory.de/bereitstellung/dokument/96bdd652-e85c-4aec-b01c-f99520e35b49;;;;;;
False;Presentarse en español;https://www.tutory.de/bereitstellung/dokument/87a53842-da23-473d-a736-b7108e64e57d;;;;;;
False;First Steps;https://www.tutory.de/bereitstellung/dokument/e0a833dd-84ed-45cc-9a4a-f42e4bdb1a58;;;;;;
True;Religion im Alten Ägypten;https://www.tutory.de/bereitstellung/dokument/98eb47cd-99d1-4e07-aeac-0c3830d0a473;Religion;;Mission, Religion, Ethik, Weltanschauungen, Ideologien, Ökumene, Vertrauen, Kirchengeschichte, Sakramente, Gottesdienst, Naturreligionen, Animismus, Schamanismus, Altes Testament, Theater, Christliche Konfessionen, Religiöses Brauchtum, Meditation, Religionen, Weltanschauungen, Riten, Symbole, Bild und Plastik, Kirchliche Berufe, Kirchliche Gruppen, Verbände, Glaube, Wahrnehmung der Schöpfung, Musik, Kirche und Entwicklungsländer, Sekten, neue religiöse Strömungen, Kirche und Staat, Gebet, Magie, Aberglaube, Orden, Kommunitäten, Frühe Hochkulturen, Architektur, Gemeinschaft, Film, Tod, Nichtchristliche Religionen, Neues Testament, Kirchenjahr, Kirche und säkularisiertes Leben, Kirchliche Strukturen, Kirchliche Sozialarbeit, Gemeindeleben, Persönlichkeitsbilder, Literatur, Verlust;GESCHICHTE, ETHIK, RELIGION, ELEMENTARBEREICH, VORSCHULERZIEHUNG;;
True;Experten: Religion im Alten Ägypten;https://www.tutory.de/bereitstellung/dokument/65a1a744-35b7-4169-a7fe-ac8cbbb535cc;Religion;;Mission, Religion, Ethik, Weltanschauungen, Ideologien, Ökumene, Vertrauen, Kirchengeschichte, Sakramente, Gottesdienst, Naturreligionen, Animismus, Schamanismus, Altes Testament, Theater, Christliche Konfessionen, Religiöses Brauchtum, Meditation, Religionen, Weltanschauungen, Riten, Symbole, Bild und Plastik, Kirchliche Berufe, Kirchliche Gruppen, Verbände, Glaube, Wahrnehmung der Schöpfung, Musik, Kirche und Entwicklungsländer, Sekten, neue religiöse Strömungen, Kirche und Staat, Gebet, Magie, Aberglaube, Orden, Kommunitäten, Frühe Hochkulturen, Architektur, Gemeinschaft, Film, Tod, Nichtchristliche Religionen, Neues Testament, Kirchenjahr, Kirche und säkularisiertes Leben, Kirchliche Strukturen, Kirchliche Sozialarbeit, Gemeindeleben, Persönlichkeitsbilder, Literatur, Verlust;GESCHICHTE, ETHIK, RELIGION, ELEMENTARBEREICH, VORSCHULERZIEHUNG;;
True;Religion im Alten Ägypten;https://www.tutory.de/bereitstellung/dokument/bc2d4e8f-a8df-47ed-982f-dc3208dd07fe;Religion;;Mission, Religion, Ethik, Weltanschauungen, Ideologien, Ökumene, Vertrauen, Kirchengeschichte, Sakramente, Gottesdienst, Naturreligionen, Animismus, Schamanismus, Altes Testament, Theater, Christliche Konfessionen, Religiöses Brauchtum, Meditation, Religionen, Weltanschauungen, Riten, Symbole, Bild und Plastik, Kirchliche Berufe, Kirchliche Gruppen, Verbände, Glaube, Wahrnehmung der Schöpfung, Musik, Kirche und Entwicklungsländer, Sekten, neue religiöse Strömungen, Kirche und Staat, Gebet, Magie, Aberglaube, Orden, Kommunitäten, Frühe Hochkulturen, Architektur, Gemeinschaft, Film, Tod, Nichtchristliche Religionen, Neues Testament, Kirchenjahr, Kirche und säkularisiertes Leben, Kirchliche Strukturen, Kirchliche Sozialarbeit, Gemeindeleben, Persönlichkeitsbilder, Literatur, Verlust;GESCHICHTE, ETHIK, RELIGION, ELEMENTARBEREICH, VORSCHULERZIEHUNG;;
True;Leistungskontrolle: Religion im Alten Ägypten;https://www.tutory.de/bereitstellung/dokument/78a65a07-c389-474d-bd1b-89e4d627132e;Religion;;Mission, Religion, Ethik, Weltanschauungen, Ideologien, Ökumene, Vertrauen, Kirchengeschichte, Sakramente, Gottesdienst, Naturreligionen, Animismus, Schamanismus, Altes Testament, Theater, Christliche Konfessionen, Religiöses Brauchtum, Meditation, Religionen, Weltanschauungen, Riten, Symbole, Bild und Plastik, Kirchliche Berufe, Kirchliche Gruppen, Verbände, Glaube, Wahrnehmung der Schöpfung, Musik, Kirche und Entwicklungsländer, Sekten, neue religiöse Strömungen, Kirche und Staat, Gebet, Magie, Aberglaube, Orden, Kommunitäten, Frühe Hochkulturen, Architektur, Gemeinschaft, Film, Tod, Nichtchristliche Religionen, Neues Testament, Kirchenjahr, Kirche und säkularisiertes Leben, Kirchliche Strukturen, Kirchliche Sozialarbeit, Gemeindeleben, Persönlichkeitsbilder, Literatur, Verlust;GESCHICHTE, ETHIK, RELIGION, ELEMENTARBEREICH, VORSCHULERZIEHUNG;;
False;Bewertungsbogen Leistungskontrolle;https://www.tutory.de/bereitstellung/dokument/941fcbd9-1731-42a3-97f7-e2b538c2bf37;;;;;;
True;Religion im Alten Ägypten;https://www.tutory.de/bereitstellung/dokument/33b2fbd5-62b0-4cf6-aeca-d0f6a4742b0d;Religion;;Mission, Religion, Ethik, Weltanschauungen, Ideologien, Ökumene, Vertrauen, Kirchengeschichte, Sakramente, Gottesdienst, Naturreligionen, Animismus, Schamanismus, Altes Testament, Theater, Christliche Konfessionen, Religiöses Brauchtum, Meditation, Religionen, Weltanschauungen, Riten, Symbole, Bild und Plastik, Kirchliche Berufe, Kirchliche Gruppen, Verbände, Glaube, Wahrnehmung der Schöpfung, Musik, Kirche und Entwicklungsländer, Sekten, neue religiöse Strömungen, Kirche und Staat, Gebet, Magie, Aberglaube, Orden, Kommunitäten, Frühe Hochkulturen, Architektur, Gemeinschaft, Film, Tod, Nichtchristliche Religionen, Neues Testament, Kirchenjahr, Kirche und säkularisiertes Leben, Kirchliche Strukturen, Kirchliche Sozialarbeit, Gemeindeleben, Persönlichkeitsbilder, Literatur, Verlust;GESCHICHTE, ETHIK, RELIGION, ELEMENTARBEREICH, VORSCHULERZIEHUNG;;
